BLOCK,TRACT,CCA,TR_POP_RAT,TR_HH_RAT,TR_HU_RAT
170310404021005,17031040402,Lincoln Square,0.022605192,0.024410774,0.022885958
170310404021000,17031040402,Lincoln Square,0,0,0
170310404021001,17031040402,Lincoln Square,0,0,0
170310404024006,17031040402,Lincoln Square,0.019695613,0.013468013,0.013576416
170310404025008,17031040402,Lincoln Square,0.030438675,0.027777778,0.027152832
170310404023000,17031040402,Lincoln Square,0.023500448,0.024410774,0.023273856
170310404022001,17031040402,Lincoln Square,0.02484333,0.021043771,0.020170675
170310404022003,17031040402,Lincoln Square,0.040957923,0.041666667,0.03878976
170310406002013,17031040600,Lincoln Square,0.031635168,0.0504,0.052592593
170310406003000,17031040600,Lincoln Square,0.010271159,0.0072,0.006666667
170310406001007,17031040600,Lincoln Square,0.011914544,0.0168,0.015555556
170310406001015,17031040600,Lincoln Square,0.011092851,0.008,0.008148148
170310406002007,17031040600,Lincoln Square,0.043549712,0.064,0.062222222
170310406002012,17031040600,Lincoln Square,0.036154478,0.0392,0.038518519
170310406002008,17031040600,Lincoln Square,0.019720624,0.02,0.018518519
170310406001004,17031040600,Lincoln Square,0.021774856,0.024,0.025185185
170310406001012,17031040600,Lincoln Square,0.015612161,0.0096,0.00962963
170310406002010,17031040600,Lincoln Square,0.024239934,0.02,0.018518519
170310406001009,17031040600,Lincoln Square,0.011914544,0.008,0.008148148
170310406003012,17031040600,Lincoln Square,0.044782251,0.0424,0.045925926
170310406003004,17031040600,Lincoln Square,0.015201315,0.0128,0.013333333
170310406001008,17031040600,Lincoln Square,0.008216927,0.0064,0.006666667
170310406003007,17031040600,Lincoln Square,0.034511093,0.0392,0.037777778
170310406003013,17031040600,Lincoln Square,0.022596549,0.0208,0.019259259
170310406001011,17031040600,Lincoln Square,0.020953164,0.0208,0.020740741
170310406001001,17031040600,Lincoln Square,0.026705012,0.0304,0.039259259
170310406001002,17031040600,Lincoln Square,0.022185703,0.0224,0.020740741
170310406003010,17031040600,Lincoln Square,0,0,0
170310406001005,17031040600,Lincoln Square,0.008216927,0.0064,0.006666667
170310406002000,17031040600,Lincoln Square,0.018898932,0.0176,0.017037037
170310406003015,17031040600,Lincoln Square,0,0,0
170310406003001,17031040600,Lincoln Square,0.038619556,0.028,0.027407407
170310406002002,17031040600,Lincoln Square,0.005751849,0.0048,0.004444444
170310406001013,17031040600,Lincoln Square,0.016433854,0.0128,0.011851852
170310406001003,17031040600,Lincoln Square,0.0168447,0.0144,0.014074074
170310406002005,17031040600,Lincoln Square,0.022185703,0.0176,0.017777778
170310406002016,17031040600,Lincoln Square,0.028759244,0.0344,0.031851852
170310406003006,17031040600,Lincoln Square,0.026294166,0.0264,0.025925926
170310406001000,17031040600,Lincoln Square,0,0,0
170310406003011,17031040600,Lincoln Square,0.014379622,0.0152,0.014814815
170310406002003,17031040600,Lincoln Square,0.023007395,0.02,0.018518519
170310406002004,17031040600,Lincoln Square,0,0,0
170310406003003,17031040600,Lincoln Square,0.004108463,0.0032,0.008888889
170310406003002,17031040600,Lincoln Square,0.022596549,0.0144,0.014074074
170310406003005,17031040600,Lincoln Square,0,0,0
170310406002006,17031040600,Lincoln Square,0,0,0
170310406002014,17031040600,Lincoln Square,0.02588332,0.0384,0.036296296
170310406001006,17031040600,Lincoln Square,0.019309778,0.02,0.020740741
170310406003014,17031040600,Lincoln Square,0.012736237,0.012,0.011851852
170310406003016,17031040600,Lincoln Square,0,0,0
170310406003009,17031040600,Lincoln Square,0.02136401,0.0224,0.028888889
170310406003008,17031040600,Lincoln Square,0.070254725,0.0608,0.062222222
170310406001016,17031040600,Lincoln Square,0.009860312,0.008,0.008148148
170310406001010,17031040600,Lincoln Square,0.016433854,0.0128,0.011851852
170310406002009,17031040600,Lincoln Square,0.029580937,0.0304,0.028148148
170310406002001,17031040600,Lincoln Square,0.043960559,0.0344,0.033333333
170310406002017,17031040600,Lincoln Square,0.015201315,0.0184,0.017037037
170310406001014,17031040600,Lincoln Square,0.010271159,0.0096,0.008888889
170310406002011,17031040600,Lincoln Square,0.016023007,0.0104,0.01037037
170310406002015,17031040600,Lincoln Square,0.029991783,0.0448,0.041481481
170310407001009,17031040700,Lincoln Square,0.021773935,0.02189311,0.020094563
170310407002009,17031040700,Lincoln Square,0.037463977,0.03219575,0.03250591
170310407003001,17031040700,Lincoln Square,0.016970861,0.018673535,0.024822695
170310407002003,17031040700,Lincoln Square,0.040345821,0.05408886,0.064420804
170310407003003,17031040700,Lincoln Square,0.030419468,0.03090792,0.030732861
170310407002007,17031040700,Lincoln Square,0.02145373,0.01931745,0.024822695
170310407003002,17031040700,Lincoln Square,0.034582133,0.027688345,0.027777778
170310407004003,17031040700,Lincoln Square,0.040666026,0.03734707,0.037825059
170310407001010,17031040700,Lincoln Square,0.028178034,0.02704443,0.026595745
170310407003009,17031040700,Lincoln Square,0.015369837,0.01159047,0.010638298
170310407002002,17031040700,Lincoln Square,0.02337496,0.02446877,0.023640662
170310407001000,17031040700,Lincoln Square,0.012808197,0.014810045,0.014184397
170310407004005,17031040700,Lincoln Square,0.005443484,0.005795235,0.005910165
170310407002006,17031040700,Lincoln Square,0.001601025,0.00128783,0.001182033
170310407001003,17031040700,Lincoln Square,0.002561639,0.00257566,0.002364066
170310407003008,17031040700,Lincoln Square,0.004803074,0.00643915,0.005910165
170310407001012,17031040700,Lincoln Square,0.030099264,0.034127495,0.033687943
170310407002011,17031040700,Lincoln Square,0.033301313,0.032839665,0.030732861
170310407003011,17031040700,Lincoln Square,0.016650656,0.010946555,0.010047281
170310407002001,17031040700,Lincoln Square,0.016330451,0.02704443,0.026004728
170310407001006,17031040700,Lincoln Square,0.029458854,0.027688345,0.025413712
170310407002005,17031040700,Lincoln Square,0.024975985,0.0257566,0.024231678
170310407001008,17031040700,Lincoln Square,0.005123279,0.00386349,0.003546099
170310407003007,17031040700,Lincoln Square,0.004482869,0.00515132,0.004728132
170310407003004,17031040700,Lincoln Square,0.02337496,0.023824855,0.025413712
170310407003005,17031040700,Lincoln Square,0.029458854,0.02189311,0.023640662
170310407001011,17031040700,Lincoln Square,0.018571886,0.02833226,0.028368794
170310407001002,17031040700,Lincoln Square,0.00064041,0.000643915,0.000591017
170310407001004,17031040700,Lincoln Square,0.032660903,0.02962009,0.027186761
170310407004002,17031040700,Lincoln Square,0.04867115,0.044430135,0.043144208
170310407001007,17031040700,Lincoln Square,0.030099264,0.03219575,0.031914894
170310407002000,17031040700,Lincoln Square,0,0,0
170310407002010,17031040700,Lincoln Square,0.032981108,0.032839665,0.031914894
170310407003006,17031040700,Lincoln Square,0.053474224,0.05022537,0.049054374
170310407004000,17031040700,Lincoln Square,0.030419468,0.03348358,0.031914894
170310407003000,17031040700,Lincoln Square,0.016010247,0.013522215,0.01536643
170310407001005,17031040700,Lincoln Square,0.02401537,0.022537025,0.021276596
170310407002004,17031040700,Lincoln Square,0.027217419,0.02318094,0.021276596
170310407004001,17031040700,Lincoln Square,0.053474224,0.06567933,0.063829787
170310407001001,17031040700,Lincoln Square,0.02145373,0.021249195,0.020094563
170310407004004,17031040700,Lincoln Square,0.032660903,0.031551835,0.031914894
170310407002008,17031040700,Lincoln Square,0.007044508,0.00643915,0.007683215
170310407003010,17031040700,Lincoln Square,0.019532501,0.014810045,0.013593381
170310408002008,17031040800,Lincoln Square,0.054161162,0.057142857,0.056166056
170310408001003,17031040800,Lincoln Square,0,0,0
170310408001001,17031040800,Lincoln Square,0.009247028,0.007792208,0.007326007
170310408002002,17031040800,Lincoln Square,0.010568032,0.007792208,0.007326007
170310408001010,17031040800,Lincoln Square,0.051519155,0.051948052,0.051282051
170310408001002,17031040800,Lincoln Square,0.031043593,0.02987013,0.029304029
170310408001014,17031040800,Lincoln Square,0,0,0
170310408002005,17031040800,Lincoln Square,0.07992074,0.081818182,0.079365079
170310408002009,17031040800,Lincoln Square,0.036988111,0,0
170310408001005,17031040800,Lincoln Square,0.037648613,0.038961039,0.041514042
170310408002003,17031040800,Lincoln Square,0.00990753,0.009090909,0.008547009
170310408002007,17031040800,Lincoln Square,0.045574637,0.041558442,0.041514042
170310408002006,17031040800,Lincoln Square,0.047556143,0.046753247,0.047619048
170310408001000,17031040800,Lincoln Square,0.021136063,0.023376623,0.025641026
170310408001004,17031040800,Lincoln Square,0.042272127,0.045454545,0.045177045
170310408001008,17031040800,Lincoln Square,0.058124174,0.058441558,0.056166056
170310408001009,17031040800,Lincoln Square,0.05680317,0.053246753,0.052503053
170310408001012,17031040800,Lincoln Square,0.002642008,0.003896104,0.003663004
170310408002000,17031040800,Lincoln Square,0.049537649,0.064935065,0.062271062
170310408001007,17031040800,Lincoln Square,0.054161162,0.061038961,0.05982906
170310408001006,17031040800,Lincoln Square,0.027741083,0.027272727,0.031746032
170310408002004,17031040800,Lincoln Square,0.019815059,0.014285714,0.013431013
170310408001013,17031040800,Lincoln Square,0.013870542,0.015584416,0.015873016
170310408001011,17031040800,Lincoln Square,0.040951123,0.046753247,0.046398046
170310408001015,17031040800,Lincoln Square,0.032364597,0.033766234,0.041514042
170310408002001,17031040800,Lincoln Square,0.166446499,0.179220779,0.175824176
170310409001018,17031040900,Lincoln Square,0.04,0.051353875,0.049122807
170310409001016,17031040900,Lincoln Square,0.029230769,0.028944911,0.027192982
170310409002004,17031040900,Lincoln Square,0.035384615,0.026143791,0.025438596
170310409001003,17031040900,Lincoln Square,0.055384615,0.056022409,0.057894737
170310409002010,17031040900,Lincoln Square,0.044615385,0.054154995,0.057894737
170310409001012,17031040900,Lincoln Square,0.028205128,0.02334267,0.021929825
170310409001000,17031040900,Lincoln Square,0.085128205,0.117647059,0.113157895
170310409002008,17031040900,Lincoln Square,0,0,0
170310409002000,17031040900,Lincoln Square,0.062051282,0.06162465,0.062280702
170310409001017,17031040900,Lincoln Square,0.027179487,0.026143791,0.025438596
170310409001002,17031040900,Lincoln Square,0.036923077,0.038281979,0.046491228
170310409002003,17031040900,Lincoln Square,0.014871795,0.015873016,0.016666667
170310409001001,17031040900,Lincoln Square,0.031794872,0.024276377,0.023684211
170310409002009,17031040900,Lincoln Square,0.057435897,0.070028011,0.068421053
170310409001015,17031040900,Lincoln Square,0.017435897,0.014939309,0.014035088
170310409001011,17031040900,Lincoln Square,0.044615385,0.040149393,0.040350877
170310409001019,17031040900,Lincoln Square,0.008205128,0.012138189,0.014912281
170310409002005,17031040900,Lincoln Square,0.017435897,0.019607843,0.020175439
170310409001014,17031040900,Lincoln Square,0.006666667,0.003734827,0.003508772
170310409001005,17031040900,Lincoln Square,0.021538462,0.013071895,0.013157895
170310409001007,17031040900,Lincoln Square,0.013846154,0.019607843,0.019298246
170310409001006,17031040900,Lincoln Square,0.025128205,0.019607843,0.018421053
170310409002006,17031040900,Lincoln Square,0.013333333,0.013071895,0.015789474
170310409002002,17031040900,Lincoln Square,0.009230769,0.006535948,0.006140351
170310409002001,17031040900,Lincoln Square,0.09025641,0.077497666,0.077192982
170310409001008,17031040900,Lincoln Square,0,0,0
170310409001013,17031040900,Lincoln Square,0.068205128,0.060690943,0.05877193
170310409001004,17031040900,Lincoln Square,0.027692308,0.027077498,0.027192982
170310409001020,17031040900,Lincoln Square,0.009230769,0.005602241,0.005263158
170310409002007,17031040900,Lincoln Square,0.021538462,0.01774043,0.016666667
170310409001010,17031040900,Lincoln Square,0.031794872,0.029878618,0.028070175
170310409001009,17031040900,Lincoln Square,0.025641026,0.025210084,0.025438596
170310501002014,17031050100,North Center,0.017030568,0.011433597,0.010638298
170310501002018,17031050100,North Center,0.030131004,0.029023747,0.027823241
170310501002023,17031050100,North Center,0,0,0
170310501002006,17031050100,North Center,0.027947598,0.036939314,0.037643208
170310501002003,17031050100,North Center,0.036681223,0.038698329,0.036824877
170310501002021,17031050100,North Center,0.010480349,0.007915567,0.007364975
170310501001002,17031050100,North Center,0,0,0
170310501002001,17031050100,North Center,0.050218341,0.052770449,0.053191489
170310501002008,17031050100,North Center,0.022270742,0.028144239,0.029459902
170310501002015,17031050100,North Center,0,0,0
170310501002022,17031050100,North Center,0,0,0
170310501001000,17031050100,North Center,0,0,0
170310501001010,17031050100,North Center,0,0,0
170310501002025,17031050100,North Center,0.028384279,0.027264732,0.02700491
170310501001006,17031050100,North Center,0.063318777,0.066842568,0.065466448
170310501002027,17031050100,North Center,0.027510917,0.022867194,0.022094926
170310501002010,17031050100,North Center,0,0,0
170310501002005,17031050100,North Center,0.022707424,0.021108179,0.019639935
170310501001004,17031050100,North Center,0.076419214,0.075637643,0.073649755
170310501002013,17031050100,North Center,0.037991266,0.035180299,0.036824877
170310501002019,17031050100,North Center,0.030131004,0.023746702,0.023731588
170310501002000,17031050100,North Center,0.053275109,0.053649956,0.057283142
170310501002009,17031050100,North Center,0,0,0
170310501001011,17031050100,North Center,0.022707424,0.015831135,0.017184943
170310501002002,17031050100,North Center,0.052401747,0.052770449,0.050736498
170310501001003,17031050100,North Center,0,0,0
170310501001001,17031050100,North Center,0,0,0
170310501002020,17031050100,North Center,0.024454148,0.022867194,0.021276596
170310501001008,17031050100,North Center,0.060262009,0.059806508,0.058919804
170310501002017,17031050100,North Center,0.01441048,0.011433597,0.01309329
170310501001005,17031050100,North Center,0.055458515,0.072119613,0.069558101
170310501002004,17031050100,North Center,0.03231441,0.036939314,0.039279869
170310501002007,17031050100,North Center,0.030567686,0.024626209,0.025368249
170310501002012,17031050100,North Center,0.033624454,0.029903254,0.031096563
170310501001009,17031050100,North Center,0.016593886,0.018469657,0.018821604
170310501002011,17031050100,North Center,0.02489083,0.021987687,0.020458265
170310501002024,17031050100,North Center,0.018777293,0.01759015,0.019639935
170310501001007,17031050100,North Center,0.047161572,0.051890941,0.051554828
170310501002016,17031050100,North Center,0.025764192,0.026385224,0.027823241
170310501002026,17031050100,North Center,0.006113537,0.006156552,0.006546645
170310502002014,17031050200,North Center,0.011370684,0.009725906,0.010534846
170310502002026,17031050200,North Center,0.004134794,0.004420866,0.006482982
170310502003002,17031050200,North Center,0.020673971,0.01193634,0.012965964
170310502001013,17031050200,North Center,0.007649369,0.004420866,0.004051864
170310502003007,17031050200,North Center,0.019640273,0.012820513,0.012560778
170310502003004,17031050200,North Center,0.017986355,0.014146773,0.013776337
170310502001014,17031050200,North Center,0.009303287,0.008841733,0.0089141
170310502001006,17031050200,North Center,0.005995452,0.004420866,0.004862237
170310502003017,17031050200,North Center,0.014058301,0.013262599,0.015397083
170310502003015,17031050200,North Center,0.015505479,0.014146773,0.013776337
170310502002005,17031050200,North Center,0.005168493,0.003536693,0.003241491
170310502001017,17031050200,North Center,0.006408931,0.004862953,0.00445705
170310502002025,17031050200,North Center,0.010543725,0.010167993,0.01012966
170310502003005,17031050200,North Center,0.016745917,0.016357206,0.015397083
170310502003014,17031050200,North Center,0.009716767,0.008399646,0.008508914
170310502002033,17031050200,North Center,0.003101096,0.002210433,0.002431118
170310502002032,17031050200,North Center,0.019226793,0.016357206,0.015397083
170310502001012,17031050200,North Center,0.011370684,0.00795756,0.007293355
170310502001020,17031050200,North Center,0.013644821,0.014588859,0.015802269
170310502003019,17031050200,North Center,0.016125698,0.012820513,0.012155592
170310502003003,17031050200,North Center,0.010957205,0.007515473,0.006888169
170310502001003,17031050200,North Center,0.009716767,0.00795756,0.007293355
170310502001001,17031050200,North Center,0.004755013,0.00795756,0.007698541
170310502001011,17031050200,North Center,0.003514575,0.00397878,0.004051864
170310502001009,17031050200,North Center,0.007856109,0.007073386,0.006888169
170310502001004,17031050200,North Center,0.004548274,0.004862953,0.005267423
170310502002017,17031050200,North Center,0.011784164,0.010167993,0.011345219
170310502002020,17031050200,North Center,0.010336986,0.011052166,0.011345219
170310502002040,17031050200,North Center,0.008476328,0.010167993,0.009319287
170310502001010,17031050200,North Center,0.005995452,0.00530504,0.004862237
170310502002009,17031050200,North Center,0.001447178,0.002210433,0.002025932
170310502001021,17031050200,North Center,0.010957205,0.011494253,0.010940032
170310502002019,17031050200,North Center,0.010750465,0.011494253,0.011345219
170310502002029,17031050200,North Center,0.018193095,0.015915119,0.01458671
170310502002036,17031050200,North Center,0.01447178,0.013262599,0.013371151
170310502001008,17031050200,North Center,0.005375233,0.004862953,0.00445705
170310502001007,17031050200,North Center,0.008476328,0.006189213,0.005672609
170310502001015,17031050200,North Center,0.003721315,0.003536693,0.003241491
170310502002018,17031050200,North Center,0.004961753,0.005747126,0.005672609
170310502002003,17031050200,North Center,0.009303287,0.00928382,0.009319287
170310502002012,17031050200,North Center,0.005995452,0.00928382,0.008508914
170310502003018,17031050200,North Center,0.019433533,0.015030946,0.01458671
170310502003020,17031050200,North Center,0.00702915,0.0066313,0.006888169
170310502002041,17031050200,North Center,0.003307835,0.00530504,0.005672609
170310502002015,17031050200,North Center,0.008062849,0.008841733,0.0089141
170310502002013,17031050200,North Center,0.005995452,0.007073386,0.006888169
170310502002016,17031050200,North Center,0.016125698,0.015030946,0.013776337
170310502002001,17031050200,North Center,0.009303287,0.00928382,0.009319287
170310502003000,17031050200,North Center,0.007649369,0.004862953,0.005267423
170310502002028,17031050200,North Center,0.025015505,0.036693192,0.03808752
170310502003006,17031050200,North Center,0.018606574,0.016799293,0.015802269
170310502002038,17031050200,North Center,0.00702915,0.007515473,0.007293355
170310502001019,17031050200,North Center,0.016745917,0.017683466,0.016612642
170310502002022,17031050200,North Center,0.024808766,0.024314766,0.02350081
170310502002024,17031050200,North Center,0.00723589,0.007515473,0.007293355
170310502002035,17031050200,North Center,0.026049204,0.019893899,0.018233387
170310502002002,17031050200,North Center,0.010750465,0.009725906,0.009724473
170310502002000,17031050200,North Center,0.00723589,0.005747126,0.006482982
170310502002039,17031050200,North Center,0.008683068,0.008841733,0.008508914
170310502002043,17031050200,North Center,0.002067397,0.001768347,0.001620746
170310502002034,17031050200,North Center,0.017986355,0.020778073,0.021474878
170310502001002,17031050200,North Center,0.017159396,0.024756852,0.026337115
170310502002023,17031050200,North Center,0,0,0
170310502002010,17031050200,North Center,0,0,0
170310502002011,17031050200,North Center,0.005788712,0.00795756,0.008103728
170310502003001,17031050200,North Center,0.002894356,0.00265252,0.002431118
170310502002007,17031050200,North Center,0.011577424,0.011494253,0.011345219
170310502003008,17031050200,North Center,0.018606574,0.015915119,0.017017828
170310502003009,17031050200,North Center,0,0,0
170310502002027,17031050200,North Center,0.00702915,0.004420866,0.004051864
170310502002031,17031050200,North Center,0.019226793,0.015030946,0.015802269
170310502002042,17031050200,North Center,0.009716767,0.012820513,0.013371151
170310502003016,17031050200,North Center,0.06512301,0.115384615,0.113857374
170310502002004,17031050200,North Center,0.011163945,0.011494253,0.010534846
170310502003010,17031050200,North Center,0.018193095,0.014146773,0.015802269
170310502003013,17031050200,North Center,0.015091999,0.014588859,0.01458671
170310502002008,17031050200,North Center,0.00702915,0.007073386,0.006888169
170310502001005,17031050200,North Center,0.011784164,0.012378426,0.016207455
170310502001000,17031050200,North Center,0.011990903,0.011494253,0.012560778
170310502002006,17031050200,North Center,0.006202191,0.00530504,0.005672609
170310502002021,17031050200,North Center,0.010543725,0.01061008,0.009724473
170310502001016,17031050200,North Center,0.008889808,0.007073386,0.006482982
170310502001018,17031050200,North Center,0.011784164,0.011494253,0.011750405
170310502003021,17031050200,North Center,0.015091999,0.012378426,0.011750405
170310502003011,17031050200,North Center,0.020053752,0.018567639,0.018638574
170310502003012,17031050200,North Center,0.016952657,0.017241379,0.016612642
170310502002030,17031050200,North Center,0.010957205,0.01061008,0.01012966
170310502002037,17031050200,North Center,0.008062849,0.011052166,0.012155592
170310503001012,17031050300,North Center,0.026215645,0.024413146,0.022569444
170310503001002,17031050300,North Center,0.042283298,0.043192488,0.041666667
170310503001004,17031050300,North Center,0.00422833,0.004694836,0.005208333
170310503001011,17031050300,North Center,0.033826638,0.031924883,0.032118056
170310503002001,17031050300,North Center,0.03551797,0.03286385,0.034722222
170310503002000,17031050300,North Center,0.030866808,0.030985915,0.029513889
170310503002004,17031050300,North Center,0.022832981,0.016901408,0.016493056
170310503001003,17031050300,North Center,0.03551797,0.042253521,0.040798611
170310503001014,17031050300,North Center,0.027484144,0.027230047,0.027777778
170310503002009,17031050300,North Center,0.009725159,0.00657277,0.0078125
170310503003002,17031050300,North Center,0,0,0
170310503001001,17031050300,North Center,0.027484144,0.028169014,0.026909722
170310503002012,17031050300,North Center,0.024947146,0.027230047,0.026909722
170310503003000,17031050300,North Center,0.157716702,0.163380282,0.163194444
170310503001013,17031050300,North Center,0.008879493,0.008450704,0.008680556
170310503003006,17031050300,North Center,0.03255814,0.031924883,0.032118056
170310503002010,17031050300,North Center,0.003805497,0.003755869,0.005208333
170310503001006,17031050300,North Center,0.041014799,0.041314554,0.0390625
170310503002005,17031050300,North Center,0.022832981,0.022535211,0.0234375
170310503001000,17031050300,North Center,0.018604651,0.016901408,0.019965278
170310503002007,17031050300,North Center,0.022410148,0.024413146,0.024305556
170310503002003,17031050300,North Center,0.033826638,0.033802817,0.033854167
170310503003005,17031050300,North Center,0.035940803,0.036619718,0.036458333
170310503002002,17031050300,North Center,0.030443975,0.028169014,0.028645833
170310503003008,17031050300,North Center,0.021987315,0.01971831,0.019965278
170310503001007,17031050300,North Center,0.006342495,0.004694836,0.004340278
170310503002006,17031050300,North Center,0.023255814,0.021596244,0.0234375
170310503003004,17031050300,North Center,0.002959831,0.001877934,0.001736111
170310503001009,17031050300,North Center,0.035940803,0.036619718,0.034722222
170310503001005,17031050300,North Center,0.034672304,0.043192488,0.046875
170310503001008,17031050300,North Center,0.035940803,0.030046948,0.029513889
170310503001010,17031050300,North Center,0.002959831,0.001877934,0.001736111
170310503002008,17031050300,North Center,0.01987315,0.028169014,0.026041667
170310503003003,17031050300,North Center,0.025369979,0.02629108,0.027777778
170310503002013,17031050300,North Center,0.022410148,0.017840376,0.016493056
170310503003001,17031050300,North Center,0.028752643,0.029107981,0.029513889
170310503003007,17031050300,North Center,0,0,0
170310503002011,17031050300,North Center,0.010570825,0.011267606,0.010416667
170310505005002,17031050500,North Center,0,0,0
170310505005001,17031050500,North Center,0.018721077,0.018241347,0.017626827
170310505002012,17031050500,North Center,0.01535549,0.01637044,0.015477214
170310505002015,17031050500,North Center,0.011989903,0.008419083,0.00816853
170310505001013,17031050500,North Center,0.023769457,0.027595884,0.028374893
170310505004015,17031050500,North Center,0.010517459,0.012628625,0.012467756
170310505002018,17031050500,North Center,0.012410602,0.010289991,0.011177988
170310505002025,17031050500,North Center,0.012620951,0.014499532,0.013327601
170310505002021,17031050500,North Center,0.01535549,0.01637044,0.016337059
170310505001008,17031050500,North Center,0.02061422,0.016838167,0.015907137
170310505005000,17031050500,North Center,0.017669331,0.018241347,0.016766982
170310505002008,17031050500,North Center,0.0128313,0.010289991,0.010318143
170310505002020,17031050500,North Center,0.024610854,0.021515435,0.021066208
170310505001004,17031050500,North Center,0.011569205,0.012628625,0.012897678
170310505004010,17031050500,North Center,0.016196887,0.015434986,0.014617369
170310505004004,17031050500,North Center,0.008834666,0.009354537,0.00988822
170310505005008,17031050500,North Center,0.010938157,0.013096352,0.012897678
170310505002011,17031050500,North Center,0.014934792,0.011693171,0.011177988
170310505002017,17031050500,North Center,0.009886411,0.00888681,0.008598452
170310505003000,17031050500,North Center,0.003786285,0.003741815,0.003439381
170310505004011,17031050500,North Center,0.00504838,0.004209542,0.004299226
170310505004016,17031050500,North Center,0.013883046,0.014967259,0.015047291
170310505002009,17031050500,North Center,0.009465713,0.009822264,0.010318143
170310505001014,17031050500,North Center,0.005469079,0.006548176,0.007308684
170310505004009,17031050500,North Center,0.008624316,0.00888681,0.008598452
170310505004006,17031050500,North Center,0.012410602,0.013564079,0.014187446
170310505004008,17031050500,North Center,0.011569205,0.012160898,0.011177988
170310505002002,17031050500,North Center,0.006941523,0.010289991,0.010318143
170310505002001,17031050500,North Center,0.000420698,0.000467727,0.000429923
170310505001006,17031050500,North Center,0.011779554,0.011693171,0.012897678
170310505003008,17031050500,North Center,0.011779554,0.007015903,0.007308684
170310505001009,17031050500,North Center,0.017038284,0.014967259,0.014617369
170310505005003,17031050500,North Center,0.015776188,0.021515435,0.020206363
170310505003002,17031050500,North Center,0.017038284,0.014967259,0.016337059
170310505005007,17031050500,North Center,0.014093395,0.012628625,0.012467756
170310505004002,17031050500,North Center,0.009465713,0.00888681,0.00816853
170310505003005,17031050500,North Center,0.016196887,0.014967259,0.014617369
170310505004000,17031050500,North Center,0.024190156,0.023854069,0.022355976
170310505001000,17031050500,North Center,0.008203618,0.008419083,0.00816853
170310505005006,17031050500,North Center,0.013462347,0.013564079,0.014617369
170310505002003,17031050500,North Center,0.004838031,0.007015903,0.007308684
170310505001005,17031050500,North Center,0.011989903,0.009822264,0.011177988
170310505005011,17031050500,North Center,0.013883046,0.014031805,0.013327601
170310505001007,17031050500,North Center,0.019983172,0.026192703,0.026655202
170310505002007,17031050500,North Center,0.014514093,0.014967259,0.013757524
170310505001002,17031050500,North Center,0.005469079,0.005144995,0.005159071
170310505004012,17031050500,North Center,0.009045015,0.00748363,0.007738607
170310505001001,17031050500,North Center,0,0,0
170310505004013,17031050500,North Center,0.005258729,0.004677268,0.005159071
170310505002014,17031050500,North Center,0.012620951,0.012160898,0.012037833
170310505003010,17031050500,North Center,0.018510728,0.015902713,0.015477214
170310505002019,17031050500,North Center,0.010938157,0.00888681,0.00988822
170310505003004,17031050500,North Center,0.016617585,0.014499532,0.016337059
170310505004005,17031050500,North Center,0.011569205,0.010289991,0.010748065
170310505002016,17031050500,North Center,0.012410602,0.011225444,0.011177988
170310505004003,17031050500,North Center,0.011569205,0.010757717,0.010318143
170310505005004,17031050500,North Center,0.003575936,0.004209542,0.003869304
170310505005005,17031050500,North Center,0.028817838,0.030869972,0.030524506
170310505004007,17031050500,North Center,0.012200252,0.013564079,0.014187446
170310505003006,17031050500,North Center,0.015145141,0.01637044,0.016337059
170310505002022,17031050500,North Center,0.030290282,0.035079514,0.033104041
170310505005009,17031050500,North Center,0.013883046,0.012628625,0.012037833
170310505003001,17031050500,North Center,0.009676062,0.009354537,0.009028375
170310505002005,17031050500,North Center,0.000631048,0,0
170310505003011,17031050500,North Center,0.019141775,0.021983162,0.021496131
170310505001012,17031050500,North Center,0.016196887,0.018709074,0.018486672
170310505002010,17031050500,North Center,0.009886411,0.009822264,0.009458298
170310505002000,17031050500,North Center,0.009886411,0.015902713,0.014617369
170310505002024,17031050500,North Center,0.005469079,0.006080449,0.005588994
170310505003009,17031050500,North Center,0.011989903,0.010289991,0.00988822
170310505003007,17031050500,North Center,0.003996634,0.004677268,0.004299226
170310505004014,17031050500,North Center,0.005469079,0.005144995,0.005588994
170310505005010,17031050500,North Center,0.010727808,0.011225444,0.011177988
170310505001003,17031050500,North Center,0.005258729,0.004209542,0.013327601
170310505001010,17031050500,North Center,0.019983172,0.018241347,0.01805675
170310505002006,17031050500,North Center,0.012200252,0.009354537,0.010318143
170310505002004,17031050500,North Center,0.002313841,0.002338634,0.002579536
170310505003003,17031050500,North Center,0.016407236,0.015902713,0.015047291
170310505002013,17031050500,North Center,0.014934792,0.012160898,0.012467756
170310505004001,17031050500,North Center,0.003365587,0.002338634,0.002579536
170310505002023,17031050500,North Center,0.00757257,0.009822264,0.00988822
170310505001011,17031050500,North Center,0.018300379,0.020112254,0.019346518
170310505004017,17031050500,North Center,0.007993269,0.007015903,0.006448839
170310506001018,17031050600,North Center,0.018831482,0.018737673,0.018150389
170310506001015,17031050600,North Center,0.022694351,0.015779093,0.014693172
170310506001006,17031050600,North Center,0.021728634,0.021696252,0.020743302
170310506002006,17031050600,North Center,0.006760019,0.004930966,0.005185825
170310506002015,17031050600,North Center,0.037662965,0.038461538,0.035436474
170310506002013,17031050600,North Center,0.034282955,0.031558185,0.030250648
